Latitude,Longitude,City,Metropolitan Statistical Area,Average Daily Rate (USD),Annual Revenue LTM (USD),Airbnb Superhost,Occupancy Rate LTM,Airbnb Host ID,Property ID,Property Type
18.46365,-66.09441,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",301.33,4520,TRUE,0.142,17518470,ab-35201762,Condominium
18.37821,-66.03628,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",100.62,7345,FALSE,1,132110144,ab-35214850,Condominium
18.31578,-65.30302,Culebra,NA,202.22,7482,FALSE,0.627,217121823,ab-35214953,House
18.44429,-66.01586,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",76.1,4490,FALSE,0.274,59375814,ab-35217053,Apartment
18.4539,-66.06511,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",194.79,39931,TRUE,0.635,62044273,ab-35220017,Condominium
18.06387,-66.09977,Guayama,"Guayama, PR Metro Area",88.83,9682,TRUE,0.34,263539779,ab-35226912,Cabin
18.29,-65.639,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",189.81,23726,FALSE,0.576,41540212,ab-35227187,Apartment
18.3039,-65.29955,Culebra,NA,109.33,7762,TRUE,0.28,261731808,ab-35227855,Barn
18.21864,-66.92388,Las Marias,NA,88.51,4160,FALSE,0.258,86054876,ab-35228658,House
18.02798,-67.17093,Boqueron,"San Germán, PR Metro Area",65,650,FALSE,0.066,252011426,ab-35228887,Apartment
18.36049,-65.89679,Canovanas,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,265248326,ab-35229594,House
17.96456,-66.93939,Ensenada,"Ponce, PR Metro Area",40.84,5105,TRUE,0.71,171585907,ab-35231293,Apartment
18.51134,-67.0669,Isabela,"Aguadilla-Isabela, PR Metro Area",581.63,77358,FALSE,0.417,265267252,ab-35232143,House
18.20785,-65.73789,Naguabo,"San Juan-Carolina-Caguas, PR Metro Area",56.4,4963,TRUE,0.364,195999953,ab-35233926,House
18.2969,-65.27453,Culebra,NA,138.11,7320,FALSE,0.231,217121823,ab-35235236,Villa
18.37421,-65.90059,Canovanas,"San Juan-Carolina-Caguas, PR Metro Area",51,1071,FALSE,0.339,7609126,ab-35246408,House
18.41559,-66.06035,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,6817710,ab-35250161,House
17.976680000000002,-67.05601,Lajas,"San Germán, PR Metro Area",160,1600,FALSE,0.085,164938387,ab-35251150,Guesthouse
18.15224,-65.43657,Vieques,NA,119.56,8489,FALSE,0.34,265391181,ab-35251493,House
18.47768,-66.26599,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",193.97,2522,FALSE,0.371,46538286,ab-35253232,House
18.00847,-67.06576,Lajas,"San Germán, PR Metro Area",98.21,4616,FALSE,0.181,74324410,ab-35254170,House
18.45359,-66.05255,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",143.11,5152,FALSE,0.308,229400127,ab-35257418,Apartment
18.36177,-65.76986,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",52.19,6733,FALSE,0.396,180199076,ab-35263076,Tiny house
18.44551,-66.06601,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,3715628,ab-35263891,Condominium
18.44275,-66.02163,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",138.95,19453,TRUE,0.553,265494300,ab-35265119,Apartment
18.42896,-65.84213,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",104.82,21697,TRUE,0.657,83947917,ab-35267563,Condominium
17.97108,-65.95245,NA,"Guayama, PR Metro Area",85,6120,TRUE,0.279,5535915,ab-35273364,Apartment
18.43239,-65.88031,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",37.24,7523,TRUE,0.981,265602085,ab-35279191,House
18.02189,-67.14368,Boqueron,"San Germán, PR Metro Area",42.48,4673,TRUE,0.337,262195962,ab-35280471,Guest suite
18.0368,-67.17861,Boqueron,"San Germán, PR Metro Area",62.05,13340,TRUE,0.642,150995641,ab-35280955,Apartment
18.08816,-65.80979,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,263737244,ab-35282101,House
18.39935,-66.19179,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,265606249,ab-35282645,Guest suite
18.42084,-65.82774,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",93.32,13718,TRUE,0.75,109700195,ab-35282993,Apartment
18.46063,-66.08095,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",114.81,17910,TRUE,0.607,170270695,ab-35284092,Condominium
18.44442,-66.02104,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",197.94,16825,FALSE,0.392,54973229,ab-35284935,Condominium
18.47753,-66.85305,Camuy,"Arecibo, PR Metro Area",122.16,21133,FALSE,0.706,108884647,ab-35286159,Tiny house
18.47697,-66.27442,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",150,7200,FALSE,0.889,265687582,ab-35288908,Townhouse
18.44346,-66.01556,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",78.69,15108,TRUE,0.711,265683449,ab-35289257,Condominium
18.208,-66.292,Barranquitas,"San Juan-Carolina-Caguas, PR Metro Area",198.14,33684,TRUE,0.496,265690992,ab-35289272,House
18.08883,-65.79547,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",176,28688,TRUE,0.463,4704914,ab-35289664,Condominium
18.08813,-65.79591,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",166.96,30888,TRUE,0.597,4704914,ab-35289953,Condominium
18.449,-66.057,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",56.53,13172,FALSE,0.719,19736773,ab-35290173,Apartment
18.44193,-66.01162,NA,"San Juan-Carolina-Caguas, PR Metro Area",119.18,13825,FALSE,0.574,161815398,ab-35290668,Condominium
18.15634,-66.66367,Adjuntas,"Aguadilla-Isabela, PR Metro Area",57.29,7619,TRUE,0.438,265711873,ab-35291530,House
18.45233,-66.05382,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",125.13,18769,TRUE,0.568,2622965,ab-35300290,Room in hotel
18.50646,-67.03201,Isabela,"Aguadilla-Isabela, PR Metro Area",129.28,2327,FALSE,0.581,79546341,ab-35303230,House
17.97006,-66.93448,Ensenada,"Ponce, PR Metro Area",60.18,13180,TRUE,0.689,96448518,ab-35304797,Apartment
17.99048,-67.21021,Boqueron,"San Germán, PR Metro Area",226.47,17665,TRUE,0.242,90959412,ab-35306127,Condominium
18.44538,-66.02803,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",40,2080,FALSE,0.839,265839633,ab-35308956,Condominium
18.37536,-65.71377,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",72.01,8065,TRUE,0.541,265841083,ab-35309487,Apartment
18.39667,-65.77174,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",154.77,19501,TRUE,0.423,265892466,ab-35315503,Condominium
18.44286,-66.0237,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",65,455,FALSE,0.226,231860962,ab-35316194,Condominium
18.37026,-66.89841,Camuy,"Arecibo, PR Metro Area",11.63,1303,TRUE,0.334,53086051,ab-35316501,Campsite
18.34125,-65.61952,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",116,348,FALSE,0.097,251533726,ab-35333971,Apartment
18.45972,-66.733,Arecibo,"Arecibo, PR Metro Area",63.03,1828,FALSE,0.188,75049813,ab-35334511,House
18.368,-65.624,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",188.81,22280,FALSE,0.484,257797850,ab-35334547,House
18.44498,-66.06387,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",37.42,3405,FALSE,0.619,186471902,ab-35336266,Condominium
18.443,-66.024,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",121.31,7764,FALSE,0.342,35807460,ab-35337463,Apartment
18.36534,-66.04717,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",40.05,1642,FALSE,0.345,187508611,ab-35340258,Condominium
18.131,-65.44606,Vieques,NA,105.54,13615,FALSE,0.437,92712828,ab-35344631,House
17.97976,-67.20927,Boqueron,"San Germán, PR Metro Area",84.5,676,FALSE,0.258,181999456,ab-35344796,Cottage
18.08031,-67.15952,Cabo Rojo,"San Germán, PR Metro Area",48.81,3905,FALSE,0.265,18526592,ab-35345713,Guest suite
18.45381,-66.06394,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",89.46,3310,FALSE,0.649,18063225,ab-35346018,Condominium
18.09371,-67.1667,Cabo Rojo,"San Germán, PR Metro Area",110,990,FALSE,0.29,189941673,ab-35347285,House
18.452,-66.061,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",100.21,7616,FALSE,0.598,22896102,ab-35347345,Condominium
18.30773,-67.13977,Anasco,"Aguadilla-Isabela, PR Metro Area",132.09,19682,TRUE,0.54,94818922,ab-35347380,Farm stay
18.37537,-65.71399,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",68.68,8104,FALSE,0.452,266120098,ab-35348570,Condominium
18.44531,-66.01836,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",293.31,37250,FALSE,0.365,266121202,ab-35348728,Condominium
18.37471,-65.71426,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",83.22,14063,FALSE,0.713,265468988,ab-35350818,Apartment
18.15835,-65.75999,Punta Santiago,"San Juan-Carolina-Caguas, PR Metro Area",75.24,4364,FALSE,0.707,266143222,ab-35351214,House
18.34268,-67.25389,Rincon,"Aguadilla-Isabela, PR Metro Area",92.63,14357,FALSE,0.799,25658790,ab-35351735,Condominium
17.98237,-66.63482,Ponce,"Ponce, PR Metro Area",59.28,10078,TRUE,0.476,263670618,ab-35352683,House
18.37826,-65.98798,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",84.08,6642,TRUE,0.446,167937099,ab-35352702,Apartment
18.468,-66.115,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",846.8,112624,TRUE,0.512,205028679,ab-35355311,House
18.468,-66.115,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",476.77,57213,TRUE,0.388,205028679,ab-35357296,House
18.468,-66.115,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",286.79,20649,TRUE,0.244,205028679,ab-35358182,Apartment
18.468,-66.115,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",606.8,73423,TRUE,0.398,205028679,ab-35358747,House
18.14891,-65.44232,Vieques,NA,NA,0,FALSE,NA,2655034,ab-35376210,House
18.48241,-66.40336,Vega Baja,"San Juan-Carolina-Caguas, PR Metro Area",75,6075,FALSE,0.389,264354274,ab-35376606,House
18.45273,-66.05692,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",496.09,15875,FALSE,0.218,82090585,ab-35377090,House
18.452,-66.061,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",59.13,8397,FALSE,0.604,22896102,ab-35377166,Apartment
18.36463,-67.25468,Rincon,"Aguadilla-Isabela, PR Metro Area",99.07,2675,TRUE,0.176,138397819,ab-35378935,Apartment
18.05071,-66.98412,Lajas,"San Germán, PR Metro Area",40,560,FALSE,0.23,175164408,ab-35384492,Guest suite
18.49811,-67.07432,Isabela,"Aguadilla-Isabela, PR Metro Area",64.59,5878,FALSE,0.397,138032381,ab-35384534,House
18.4456,-66.01543,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",65.24,2479,FALSE,0.248,59375814,ab-35385452,Apartment
18.44603,-66.01608,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",88.41,1503,FALSE,0.274,59375814,ab-35385626,Apartment
18.44216,-66.02387,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",88.89,15466,TRUE,0.576,266392456,ab-35386101,Condominium
18.42583,-65.83749,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",102.88,5247,FALSE,0.415,179942327,ab-35408019,Apartment
18.12654,-66.32963,Coamo,"Coamo, PR Micro Area",117.61,24580,TRUE,0.574,266502497,ab-35408391,Guesthouse
18.45251,-66.06659,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",45.3,12683,FALSE,0.812,68863045,ab-35409907,House
17.98312,-67.17609,Boqueron,"San Germán, PR Metro Area",105.62,9506,FALSE,0.31,116566265,ab-35412882,Chalet
18.33,-65.639,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",143.67,25860,TRUE,0.513,258027146,ab-35414070,House
18.44428,-66.02821,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,33102074,ab-35414465,Apartment
18.39755,-67.18791,Aguada,"Aguadilla-Isabela, PR Metro Area",345.27,38670,TRUE,0.329,180793933,ab-35414956,House
18.02414,-67.17134,Boqueron,"San Germán, PR Metro Area",59.75,1673,FALSE,0.384,143673127,ab-35415208,Apartment
18.44198,-66.01759,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",137.74,24930,FALSE,0.554,266539288,ab-35415980,Condominium
18.4571,-66.06936,NA,"San Juan-Carolina-Caguas, PR Metro Area",122.59,12014,TRUE,0.845,36089884,ab-35416466,Apartment
17.99233,-67.17637,Boqueron,"San Germán, PR Metro Area",109.64,4824,FALSE,0.26,77169872,ab-35422777,Apartment
18.3388,-65.64246,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",70.58,6705,FALSE,0.283,46469026,ab-35423106,Apartment
18.42447,-65.83946,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",155.62,7470,FALSE,0.6,71504814,ab-35423377,Apartment
18.443,-66.016,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",86.43,18582,TRUE,0.599,249215000,ab-35424475,Condominium
18.32397,-67.24244,Rincon,"Aguadilla-Isabela, PR Metro Area",53.47,2941,TRUE,0.289,84933937,ab-35424487,Casa particular
18.08844,-67.14741,Cabo Rojo,"San Germán, PR Metro Area",159.33,2868,FALSE,0.3,258635245,ab-35424840,House
18.38922,-65.76344,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",139.35,4320,FALSE,0.168,210361344,ab-35424880,Villa
18.38747,-65.7645,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",189.44,5115,FALSE,0.156,210361344,ab-35425043,Villa
18.38792,-65.76374,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",199,1393,FALSE,0.117,210361344,ab-35425472,Villa
18.44494,-66.13045,NA,"San Juan-Carolina-Caguas, PR Metro Area",39.91,2195,FALSE,0.458,119166474,ab-35427417,Apartment
18.42777,-67.15292,Aguadilla,"Aguadilla-Isabela, PR Metro Area",28.08,2639,TRUE,0.463,26649972,ab-35428587,House
18.12787,-66.63222,Ponce,"Ponce, PR Metro Area",199,9950,FALSE,0.407,266729005,ab-35449089,Farm stay
18.12781,-66.63265,Ponce,"Ponce, PR Metro Area",NA,0,FALSE,NA,266729005,ab-35449092,Farm stay
18.31,-65.307,Culebra,NA,130.18,7160,TRUE,0.302,90040167,ab-35450049,Apartment
18.44334,-66.01987,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",150,3000,FALSE,0.299,151398728,ab-35454828,Condominium
18.4431,-66.02339,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",159,2226,FALSE,0.424,266765520,ab-35456106,Condominium
18.44497,-66.07146,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",99.05,2080,FALSE,0.228,54271493,ab-35457585,House
18.45191,-66.0824,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",143.12,6154,FALSE,0.361,56759584,ab-35457733,House
18.41553,-66.37109,Vega Baja,"San Juan-Carolina-Caguas, PR Metro Area",187.59,5065,FALSE,0.115,215341322,ab-35459547,House
18.35329,-66.11532,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",103,206,FALSE,0.067,160918120,ab-35460291,Condominium
18.39198,-67.04318,Moca,"Aguadilla-Isabela, PR Metro Area",83.54,4762,FALSE,0.257,266789390,ab-35460523,House
18.44371,-66.02802,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",250,7250,FALSE,0.806,151398728,ab-35461173,Condominium
18.44226,-66.01172,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,151398728,ab-35461808,Condominium
18.08818,-67.11171,Cabo Rojo,"San Germán, PR Metro Area",43.75,1050,FALSE,0.101,235059542,ab-35462912,Condominium
18.02956,-67.16755,Boqueron,"San Germán, PR Metro Area",52.92,1905,FALSE,0.108,235059542,ab-35463355,House
18.14331,-66.58083,Coto Laurel,"Ponce, PR Metro Area",199,10746,FALSE,0.252,266729005,ab-35464250,Farm stay
18.128,-66.634,Ponce,"Ponce, PR Metro Area",249,12948,FALSE,0.423,266729005,ab-35464855,Farm stay
18.26127,-66.02384,Caguas,"San Juan-Carolina-Caguas, PR Metro Area",41.69,2793,FALSE,0.583,100124385,ab-35465146,Apartment
18.456,-66.064,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",97.53,7120,FALSE,0.49,106952379,ab-35465150,Condominium
18.3277,-65.65313,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",73.85,4062,FALSE,0.357,109830585,ab-35466751,House
18.43253,-66.01353,NA,"San Juan-Carolina-Caguas, PR Metro Area",110,3960,FALSE,0.679,138223579,ab-35469000,Apartment
18.31448,-65.30055,Culebra,NA,99.76,13069,TRUE,0.452,53489070,ab-35469837,Apartment
18.05202,-67.20011,Cabo Rojo,"San Germán, PR Metro Area",NA,0,FALSE,NA,66462143,ab-35479486,Tent
17.99305,-65.88333,Maunabo,"San Juan-Carolina-Caguas, PR Metro Area",135,12150,TRUE,0.286,266941010,ab-35481125,Condominium
18.49019,-66.94837,Quebradillas,"Arecibo, PR Metro Area",65.16,2932,TRUE,0.206,219152572,ab-35482306,Apartment
18.45201,-66.04956,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",92.41,7670,FALSE,0.568,38043123,ab-35482868,Apartment
18.0941,-66.37307,Coamo,"Coamo, PR Micro Area",60,1440,FALSE,0.089,232816455,ab-35483016,Apartment
18.02432,-65.992,Patillas,"Guayama, PR Metro Area",272.71,16090,FALSE,0.343,266865647,ab-35483375,House
18.37309,-65.74229,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",85,8670,FALSE,0.481,260623390,ab-35484133,House
18.08031,-66.35666,Coamo,"Coamo, PR Micro Area",96.72,9672,TRUE,0.418,128264147,ab-35484344,Apartment
18.34876,-66.07497,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",69.78,9002,FALSE,0.614,220615699,ab-35485627,House
18.02619,-67.17337,Boqueron,"San Germán, PR Metro Area",65.2,14019,FALSE,0.613,143673127,ab-35491233,Guest suite
18.30952,-65.29658,Culebra,NA,178.65,17508,FALSE,0.318,126630924,ab-35492348,Apartment
18.39813,-66.0901,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,73881870,ab-35493751,Camper/rv
18.512,-67.101,San Antonio,"Aguadilla-Isabela, PR Metro Area",125.95,30606,TRUE,0.792,72072466,ab-35510223,Apartment
18.36251,-66.09744,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",38,152,FALSE,0.125,252270858,ab-35510266,House
18.51244,-67.10092,San Antonio,"Aguadilla-Isabela, PR Metro Area",105.2,28614,TRUE,0.775,72072466,ab-35513219,Apartment
18.45018,-66.06522,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",145.75,19967,TRUE,0.606,11633649,ab-35514403,Apartment
18.47223,-66.28098,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",133.54,3205,FALSE,0.387,1236467,ab-35515480,House
18.36616,-66.17836,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",32,2880,FALSE,0.928,103766646,ab-35518258,Guest suite
18.33924,-65.62091,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",116.12,6735,TRUE,0.243,239983355,ab-35518298,Condominium
18.38899,-65.76526,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",113.57,22600,FALSE,0.61,124447027,ab-35518836,Apartment
18.47318,-66.7827,Hatillo,"Arecibo, PR Metro Area",NA,0,FALSE,NA,136723823,ab-35518873,House
18.02259,-67.14377,Boqueron,"San Germán, PR Metro Area",86.93,7041,FALSE,0.269,100378320,ab-35538015,Guesthouse
17.979,-67.213,Boqueron,"San Germán, PR Metro Area",136.84,17105,FALSE,0.38,82723381,ab-35543359,House
18.44396,-66.02425,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,266765520,ab-35545733,Condominium
18.44062,-66.05402,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",42.76,1582,FALSE,0.407,98213016,ab-35547302,Apartment
18.48164,-66.53894,Barceloneta,"San Juan-Carolina-Caguas, PR Metro Area",30.25,968,FALSE,0.134,121378794,ab-35548059,House
18.21937,-65.67839,Naguabo,"San Juan-Carolina-Caguas, PR Metro Area",81.09,8514,FALSE,0.376,267465078,ab-35548402,House
18.48187,-66.5406,Barceloneta,"San Juan-Carolina-Caguas, PR Metro Area",30,1530,FALSE,0.223,121378794,ab-35548458,House
18.451,-66.043,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",317.73,79751,TRUE,0.772,7057049,ab-35549608,House
18.45201,-66.04239,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,7057049,ab-35550316,Guesthouse
18.451,-66.043,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",120.55,22664,TRUE,0.653,7057049,ab-35550539,Apartment
18.47294,-67.16603,Aguadilla,"Aguadilla-Isabela, PR Metro Area",98.14,4122,FALSE,0.316,229317666,ab-35558934,House
18.47938,-67.14304,Aguadilla,"Aguadilla-Isabela, PR Metro Area",166.22,44216,FALSE,0.741,54105846,ab-35565468,House
18.42284,-66.16873,Bayamon,"San Juan-Carolina-Caguas, PR Metro Area",100,900,FALSE,0.102,137662473,ab-35566186,Apartment
18.3733,-66.01721,Trujillo Alto,"San Juan-Carolina-Caguas, PR Metro Area",44.91,5928,FALSE,0.904,263074182,ab-35566516,Condominium
18.42697,-66.00792,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",120.51,13136,FALSE,0.395,1671641,ab-35566527,House
18.48863,-66.65456,Arecibo,"Arecibo, PR Metro Area",66.02,8187,FALSE,0.449,235157292,ab-35566807,Apartment
18.37051,-65.63055,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",81.73,1226,TRUE,0.083,1445251,ab-35568712,Apartment
18.45493,-66.06651,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",82.28,4361,FALSE,0.259,33663558,ab-35569640,Condominium
18.31961,-65.30329,Culebra,NA,181.73,14175,FALSE,0.561,267624627,ab-35570206,Apartment
18.08427,-65.8783,Yabucoa,"San Juan-Carolina-Caguas, PR Metro Area",487.27,36545,FALSE,0.352,67756954,ab-35571864,Apartment
18.50181,-67.10626,San Antonio,"Aguadilla-Isabela, PR Metro Area",128.73,17508,FALSE,0.42,25281702,ab-35571919,House
18.38785,-65.76721,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",131.16,14690,TRUE,0.347,1445251,ab-35573002,Apartment
18.4451,-66.01563,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",274.33,44991,FALSE,0.556,266144122,ab-35574206,Condominium
18.37829,-65.80182,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",149,1192,FALSE,0.076,235728516,ab-35574535,House
17.99105,-67.17712,Boqueron,"San Germán, PR Metro Area",48.19,3325,FALSE,0.252,21538269,ab-35575310,Condominium
17.98943,-67.17595,Boqueron,"San Germán, PR Metro Area",44.33,3325,FALSE,0.292,21538269,ab-35575435,Condominium
17.98969,-67.17536,Boqueron,"San Germán, PR Metro Area",45.36,2041,FALSE,0.254,21538269,ab-35575509,Condominium
18.39115,-66.03052,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",61.01,7504,TRUE,0.594,267678997,ab-35577260,Condominium
18.45314,-66.09543,NA,"San Juan-Carolina-Caguas, PR Metro Area",109,3161,FALSE,0.475,211565519,ab-35577366,Guesthouse
18.444,-66.014,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",76.36,15119,TRUE,0.611,255656502,ab-35577919,Apartment
18.34245,-66.08984,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,267229620,ab-35579535,House
18.08218,-65.79984,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",92.43,21537,TRUE,0.687,267708917,ab-35580524,Condominium
18.46025,-67.1522,Aguadilla,"Aguadilla-Isabela, PR Metro Area",59.48,4461,FALSE,0.497,193294998,ab-35581940,House
18.44263,-66.02571,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",103.43,20273,TRUE,0.649,129631567,ab-35587431,Condominium
18.468,-66.115,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",172.87,32327,TRUE,0.643,205028679,ab-35596779,Apartment
18.02582,-67.17221,Boqueron,"San Germán, PR Metro Area",47.84,2440,FALSE,0.63,143673127,ab-35598813,Apartment
18.34398,-67.20781,Aguada,"Aguadilla-Isabela, PR Metro Area",50.12,3609,TRUE,0.393,197131194,ab-35599093,Apartment
18.04162,-67.17466,Cabo Rojo,"San Germán, PR Metro Area",54.28,1737,FALSE,0.427,143673127,ab-35599705,Apartment
18.44144,-66.01974,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",105,840,FALSE,0.129,267840436,ab-35601439,Apartment
17.98537,-67.17366,Boqueron,"San Germán, PR Metro Area",87.17,6974,FALSE,0.265,35502609,ab-35602094,Cottage
18.02526,-67.17155,Boqueron,"San Germán, PR Metro Area",120,7680,FALSE,0.538,267844477,ab-35602265,Apartment
